category,display_name,id,chat,definition,source,time,method,formula,equipment,link
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - NREM - normalized for capnograph type,avgco2nremnorm,nova_est_co2avgnr,Average end-tidal carbon dioxide in NREM (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_co2avgnr = (Average EtCO2 in NREM * 0.49613) + 20.83379,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - REM,avgco2rem,rco2avgr,Average end-tidal carbon dioxide in REM,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Average end-tidal CO2 - REM - normalized for capnograph type,avgco2remnorm,nova_est_co2avgr,Average end-tidal carbon dioxide in REM (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_co2avgr = (Average EtCO2 in REM * 0.70253) + 10.67195,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - asleep,baseco2asleep,rco2blslp,Baseline end-tidal carbon dioxide asleep,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - asleep - normalized for capnograph type,baseco2asleepnorm,nova_est_co2blslp,Baseline end-tidal carbon dioxide asleep (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_co2blslp = (Baseline EtCO2 Asleep * 0.51229) + 20.03075,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - awake,baseco2awake,rco2blwake,Baseline end-tidal carbon dioxide awake,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Baseline end-tidal CO2 - awake - normalized for capnograph type,baseco2awakenorm,nova_est_co2blwake,Baseline end-tidal carbon dioxide awake (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_co2blwake = (Baseline EtCO2 Awake * 0.65305) + 13.40939,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Peak end-tidal CO2 - asleep,peakco2asleep,rco2peak,Peak end-tidal carbon dioxide asleep,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Peak end-tidal CO2 - asleep - normalized for capnograph type,peakco2asleepnorm,nova_est_co2peak,Peak end-tidal carbon dioxide asleep (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_co2peak = (Peak EtCO2 Asleep * 0.79956) + 9.17655,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg,percentco2gt45,rpctco2g45,Percentage of total sleep time where end-tidal carbon dioxide > 45 mmHg,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg,percentco2gt45,pctco2g45,Percentage of total sleep time where end-tidal carbon dioxide > 45 mmHg,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 45 mmHg - normalized for capnograph type,percentco2gt45norm,nova_est_pctco2g45,Percentage total sleep time where end-tidal carbon dioxide > 45 mmHg (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_pctco2g45 = (% total sleep time EtCO2 > 45 mmHg * 0.64525) + 7.67373,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg,percentco2gt50,rpctco2g50,Percentage of total sleep time where end-tidal carbon dioxide > 50 mmHg,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg,percentco2gt50,pctco2g50,Percentage of total sleep time end-tidal carbon dioxide > 50 mmHg,CHAT,Baseline/follow-up PSG,Calculated,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08K - Sleep Study Data - End-Tidal CO2,Percentage of total sleep time where end-tidal CO2 > 50 mmHg - normalized for capnograph type,percentco2gt50norm,nova_est_pctco2g50,Percentage total sleep time where end-tidal carbon dioxide > 50 mmHg (normalized for capnograph type),CHAT,Baseline/follow-up PSG,Calculated,nova_est_pctco2g50 = (% total sleep time EtCO2 > 50 mmHg * 0.42979) + 0.64553,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - General Conceptual Ability Score,nepsygcas,,,,,,,,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Phonological Processing,nepsypp,nep3a_nepsy,Phonological Processing: Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Phonological Processing,nepsypp,nep3c_nepsy,Phonological Processing: Language Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Tower,nepsyt,nep4a_nepsy,Tower: Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Tower,nepsyt,nep4b_nepsy,Tower: Attn / Exec Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Auditory Attention and Response Set,nepsyaars,nep5a_nepsy,Auditory Attention and Response Set: Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Auditory Attention and Response Set,nepsyaars,nep5b_nepsy,Auditory Attention and Response Set: Attn / Exec Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Speeded Naming,nepsysn,nep6a_nepsy,Speeded Naming: Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Speeded Naming,nepsysn,nep6c_nepsy,Speeded Naming: Language Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Visual Attention,nepsyva,nep7a_nepsy,Visual Attention: Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Visual Attention,nepsyva,nep7b_nepsy,Visual Attention: Attn / Exec Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Comprehension of Instructions,nepsycoi,nep8a_nepsy,Comprehension of Instructions: Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Comprehension of Instructions,nepsycoi,nep8c_nepsy,Comprehension of Instructions: Language Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Attention/Executive Function Domain Score,nepsyaefds,nep10b_nepsy,Core Domain Scores Attn / Exec Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Attention/Executive Function Domain Score,nepsyaefds,nep11b_nepsy,Percentile attn / exec scaled scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Language Domain Score,nepsylds,nep10c_nepsy,Core Domain Scores Language Scaled Scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Language Domain Score,nepsylds,nep11c_nepsy,Percentile language scaled scores,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Arrows,nepsya,nep12a_nepsy,Please provide the scores for the Arrows sub-section Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY,Developmental Neuropsychological Assessment (NEPSY) - Arrows,nepsya,nep12b_nepsy,Please provide the scores for the Arrows sub-section Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,nep2a_nepsy2,Inhibition naming total errors percentile rank,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,nep2b_nepsy2,Inhibition Naming Total Completion Time Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Naming,nepsy2in,nep2c_nepsy2,Inhibition Naming Combined Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,nep3a_nepsy2,Inhibition total errors percentile rank,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,nep3b_nepsy2,Inhibition - Inhibition Total Completion Time Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Inhibition,nepsy2ii,nep3c_nepsy2,Inhibition - Inhibition Combined Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,nep4a_nepsy2,Switching total errors percentile rank,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,nep4b_nepsy2,Inhibition - Switching Completion Time Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition-Switching,nepsy2is,nep4c_nepsy2,Inhibition - Switching Combined Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition Naming vs. Inhibition-Inhibition,nepsy2continvsii,nep5a_nepsy2,Inhibition Naming vs. Inhibition - Inhibition Contrast Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Inhibition-Inhibition vs. Inhibition-Switching,nepsy2contiivsis,nep5b_nepsy2,Inhibition - Inhibition vs. Inhibition - Switching Contrast Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Inhibition Total Errors,nepsy2ite,nep6_nepsy2,Inhibition Total Error Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPSY-II inhibition scores form,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Semantic Condition,nepsy2sc,nep2_nepwrd,Word Generation Semantic Total Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPWRD- Nepsy- II word generation scores,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Semantic Condition,nepsy2sc,nep3_nepwrd,Word Generation Semantic Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPWRD- Nepsy- II word generation scores,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Initial Letter Condition,nepsy2ilc,nep4_nepwrd,Word Generation Initial Letter Total Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPWRD- Nepsy- II word generation scores,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Initial Letter Condition,nepsy2ilc,nep5_nepwrd,Word Generation Initial Letter Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPWRD- Nepsy- II word generation scores,
14 - Neurocognitive Testing/NEPSY-II,Developmental Neuropsychological Assessment-II (NEPSY-II) - Contrast between Semantic Condition vs. Initial Letter Condition,nepsy2contscvsilc,nep6_nepwrd,Word Generation Semantic vs. Initial Letter Contrast Scaled Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,NEPWRD- Nepsy- II word generation scores,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Dominant Hand,purduepegdh,pup2a2,Dominant Hand Number of Pegs,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Purdue pegs form,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Nondominant Hand,purduepegnh,pup2b2,Non-dominant Hand Number of Pegs,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Purdue pegs form,
14 - Neurocognitive Testing/Purdue Pegboard,Purdue Pegboard - Both Hands,purduepegbh,pup2c2,Both Hands Number of Pegs,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Purdue pegs form,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,vmi4,Raw Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Beery VMI form,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,vmi5,Standard Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Beery VMI form,
14 - Neurocognitive Testing/VMI,Developmental Test of Visual-Motor Integration (VMI),vmi,vmi6,Percentile,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Beery VMI form,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Caregiver - Long Version Global Index T Score,connerscarelvgitscore,con12b,Conners' GI Total T-Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Conners' parent rating scale form,
14 - Neurocognitive Testing/Conner's Rating Scale,Conners' Rating Scale - Teacher - Long Version Global Index T Score,connersteachlvgitscore,con13b_tr,Conners' GI Total T-Score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,Conners' parent rating scale form,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Caregiver - Global Excecutive Composite T Score,briefcaregectscore,bri13b,GEC (BRI + MI) T score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,BRIEF form,
14 - Neurocognitive Testing/BRIEF,Behavior Rating of Executive Function (BRIEF) - Teacher - Global Excecutive Composite T Score,briefteachgectscore,bri14b_tr,GEC T score,CHAT,Baseline/follow-up visit,Administered by psychometrist,,BRIEF Teacher's form,
14 - Neurocognitive Testing/PedsQL,Pediatric Quality of Life Inventory (PedsQL) Score,pedsql,pedsql_emotional_score_chld,PedQL Child Emotional Function Score,CHAT,Baseline/follow-up visit,Reported by child,,,
